name,code,year_month,total_flights
Mesa Airlines Inc.,YV,2008/1,81
Mesa Airlines Inc.,YV,2008/1,480
Mesa Airlines Inc.,YV,2008/1,85
Mesa Airlines Inc.,YV,2008/1,87
Mesa Airlines Inc.,YV,2008/1,4
Mesa Airlines Inc.,YV,2008/1,2065
Mesa Airlines Inc.,YV,2008/1,62
Mesa Airlines Inc.,YV,2008/1,2836
Mesa Airlines Inc.,YV,2008/1,8
Mesa Airlines Inc.,YV,2008/1,73
Pinnacle Airlines Inc.,9E,2008/2,244
Pinnacle Airlines Inc.,9E,2008/2,93
Pinnacle Airlines Inc.,9E,2008/2,54
Pinnacle Airlines Inc.,9E,2008/2,87
Pinnacle Airlines Inc.,9E,2008/2,134
Pinnacle Airlines Inc.,9E,2008/2,54
Pinnacle Airlines Inc.,9E,2008/2,4334
Pinnacle Airlines Inc.,9E,2008/2,29
Pinnacle Airlines Inc.,9E,2008/2,31
Pinnacle Airlines Inc.,9E,2008/2,171
Pinnacle Airlines Inc.,9E,2008/2,191
Pinnacle Airlines Inc.,9E,2008/2,2078
Pinnacle Airlines Inc.,9E,2008/2,150
American Airlines Inc.,AA,2008/2,658
American Airlines Inc.,AA,2008/2,964
American Airlines Inc.,AA,2008/2,248
American Airlines Inc.,AA,2008/2,131
American Airlines Inc.,AA,2008/2,795
American Airlines Inc.,AA,2008/2,568
American Airlines Inc.,AA,2008/2,12601
American Airlines Inc.,AA,2008/2,320
American Airlines Inc.,AA,2008/2,518
American Airlines Inc.,AA,2008/2,485
American Airlines Inc.,AA,2008/2,283
American Airlines Inc.,AA,2008/2,337
American Airlines Inc.,AA,2008/2,996
American Airlines Inc.,AA,2008/2,588
American Airlines Inc.,AA,2008/2,2346
American Airlines Inc.,AA,2008/2,1736
American Airlines Inc.,AA,2008/2,870
American Airlines Inc.,AA,2008/2,3256
American Airlines Inc.,AA,2008/2,463
American Airlines Inc.,AA,2008/2,5688
American Airlines Inc.,AA,2008/2,112
American Airlines Inc.,AA,2008/2,435
American Airlines Inc.,AA,2008/2,482
American Airlines Inc.,AA,2008/2,484
American Airlines Inc.,AA,2008/2,402
American Airlines Inc.,AA,2008/2,895
American Airlines Inc.,AA,2008/2,197
American Airlines Inc.,AA,2008/2,576
Aloha Airlines Inc.,AQ,2008/2,29
Aloha Airlines Inc.,AQ,2008/2,47
Alaska Airlines Inc.,AS,2008/2,58
Alaska Airlines Inc.,AS,2008/2,87
Alaska Airlines Inc.,AS,2008/2,174
Alaska Airlines Inc.,AS,2008/2,87
Alaska Airlines Inc.,AS,2008/2,58
Alaska Airlines Inc.,AS,2008/2,333
Alaska Airlines Inc.,AS,2008/2,470
Alaska Airlines Inc.,AS,2008/2,87
Alaska Airlines Inc.,AS,2008/2,29
Alaska Airlines Inc.,AS,2008/2,116
Alaska Airlines Inc.,AS,2008/2,1051
Alaska Airlines Inc.,AS,2008/2,290
Alaska Airlines Inc.,AS,2008/2,316
Alaska Airlines Inc.,AS,2008/2,3524
Alaska Airlines Inc.,AS,2008/2,401
JetBlue Airways,B6,2008/2,1614
JetBlue Airways,B6,2008/2,143
JetBlue Airways,B6,2008/2,81
JetBlue Airways,B6,2008/2,386
JetBlue Airways,B6,2008/2,1159
JetBlue Airways,B6,2008/2,597
JetBlue Airways,B6,2008/2,4367
JetBlue Airways,B6,2008/2,277
JetBlue Airways,B6,2008/2,232
JetBlue Airways,B6,2008/2,1098
JetBlue Airways,B6,2008/2,192
JetBlue Airways,B6,2008/2,29
JetBlue Airways,B6,2008/2,60
JetBlue Airways,B6,2008/2,145
JetBlue Airways,B6,2008/2,58
JetBlue Airways,B6,2008/2,144
JetBlue Airways,B6,2008/2,184
JetBlue Airways,B6,2008/2,320
Continental Air Lines Inc.,CO,2008/2,324
Continental Air Lines Inc.,CO,2008/2,471
Continental Air Lines Inc.,CO,2008/2,145
Continental Air Lines Inc.,CO,2008/2,342
Continental Air Lines Inc.,CO,2008/2,301
Continental Air Lines Inc.,CO,2008/2,293
Continental Air Lines Inc.,CO,2008/2,162
Continental Air Lines Inc.,CO,2008/2,4607
Continental Air Lines Inc.,CO,2008/2,503
Continental Air Lines Inc.,CO,2008/2,6936
Continental Air Lines Inc.,CO,2008/2,100
Continental Air Lines Inc.,CO,2008/2,476
Continental Air Lines Inc.,CO,2008/2,536
Continental Air Lines Inc.,CO,2008/2,382
Continental Air Lines Inc.,CO,2008/2,610
Continental Air Lines Inc.,CO,2008/2,41
Continental Air Lines Inc.,CO,2008/2,313
Continental Air Lines Inc.,CO,2008/2,119
Continental Air Lines Inc.,CO,2008/2,336
Continental Air Lines Inc.,CO,2008/2,116
Continental Air Lines Inc.,CO,2008/2,149
Continental Air Lines Inc.,CO,2008/2,353
Continental Air Lines Inc.,CO,2008/2,261
Continental Air Lines Inc.,CO,2008/2,301
Continental Air Lines Inc.,CO,2008/2,340
Continental Air Lines Inc.,CO,2008/2,74
Continental Air Lines Inc.,CO,2008/2,467
Delta Air Lines Inc.,DL,2008/2,11668
Delta Air Lines Inc.,DL,2008/2,1283
Delta Air Lines Inc.,DL,2008/2,308
Delta Air Lines Inc.,DL,2008/2,221
Delta Air Lines Inc.,DL,2008/2,857
Delta Air Lines Inc.,DL,2008/2,336
Delta Air Lines Inc.,DL,2008/2,339
Delta Air Lines Inc.,DL,2008/2,98
Delta Air Lines Inc.,DL,2008/2,309
Delta Air Lines Inc.,DL,2008/2,836
Delta Air Lines Inc.,DL,2008/2,229
Delta Air Lines Inc.,DL,2008/2,105
Delta Air Lines Inc.,DL,2008/2,1236
Delta Air Lines Inc.,DL,2008/2,626
Delta Air Lines Inc.,DL,2008/2,985
Delta Air Lines Inc.,DL,2008/2,1757
Delta Air Lines Inc.,DL,2008/2,1045
Delta Air Lines Inc.,DL,2008/2,341
Delta Air Lines Inc.,DL,2008/2,121
Delta Air Lines Inc.,DL,2008/2,286
Delta Air Lines Inc.,DL,2008/2,189
Delta Air Lines Inc.,DL,2008/2,307
Delta Air Lines Inc.,DL,2008/2,402
Delta Air Lines Inc.,DL,2008/2,338
Delta Air Lines Inc.,DL,2008/2,350
Delta Air Lines Inc.,DL,2008/2,346
Delta Air Lines Inc.,DL,2008/2,2359
Delta Air Lines Inc.,DL,2008/2,750
Atlantic Southeast Airlines,EV,2008/2,10645
Atlantic Southeast Airlines,EV,2008/2,24
Atlantic Southeast Airlines,EV,2008/2,42
Atlantic Southeast Airlines,EV,2008/2,74
Atlantic Southeast Airlines,EV,2008/2,2
Atlantic Southeast Airlines,EV,2008/2,95
Atlantic Southeast Airlines,EV,2008/2,54
Atlantic Southeast Airlines,EV,2008/2,38
Atlantic Southeast Airlines,EV,2008/2,3
Atlantic Southeast Airlines,EV,2008/2,64
Atlantic Southeast Airlines,EV,2008/2,12
Atlantic Southeast Airlines,EV,2008/2,44
Atlantic Southeast Airlines,EV,2008/2,26
Frontier Airlines Inc.,F9,2008/2,111
Frontier Airlines Inc.,F9,2008/2,88
Frontier Airlines Inc.,F9,2008/2,3563
Frontier Airlines Inc.,F9,2008/2,162
Frontier Airlines Inc.,F9,2008/2,83
Frontier Airlines Inc.,F9,2008/2,33
Frontier Airlines Inc.,F9,2008/2,29
Frontier Airlines Inc.,F9,2008/2,207
Frontier Airlines Inc.,F9,2008/2,187
Frontier Airlines Inc.,F9,2008/2,82
Frontier Airlines Inc.,F9,2008/2,83
Frontier Airlines Inc.,F9,2008/2,141
Frontier Airlines Inc.,F9,2008/2,83
Frontier Airlines Inc.,F9,2008/2,108
Frontier Airlines Inc.,F9,2008/2,58
Frontier Airlines Inc.,F9,2008/2,138
Frontier Airlines Inc.,F9,2008/2,192
Frontier Airlines Inc.,F9,2008/2,107
Frontier Airlines Inc.,F9,2008/2,125
Frontier Airlines Inc.,F9,2008/2,187
Frontier Airlines Inc.,F9,2008/2,32
AirTran Airways Corporation,FL,2008/2,6531
AirTran Airways Corporation,FL,2008/2,525
AirTran Airways Corporation,FL,2008/2,1057
AirTran Airways Corporation,FL,2008/2,206
AirTran Airways Corporation,FL,2008/2,208
AirTran Airways Corporation,FL,2008/2,103
AirTran Airways Corporation,FL,2008/2,215
AirTran Airways Corporation,FL,2008/2,205
AirTran Airways Corporation,FL,2008/2,130
AirTran Airways Corporation,FL,2008/2,583
AirTran Airways Corporation,FL,2008/2,167
AirTran Airways Corporation,FL,2008/2,257
AirTran Airways Corporation,FL,2008/2,115
AirTran Airways Corporation,FL,2008/2,511
AirTran Airways Corporation,FL,2008/2,1629
AirTran Airways Corporation,FL,2008/2,486
AirTran Airways Corporation,FL,2008/2,172
AirTran Airways Corporation,FL,2008/2,247
AirTran Airways Corporation,FL,2008/2,348
AirTran Airways Corporation,FL,2008/2,133
AirTran Airways Corporation,FL,2008/2,60
AirTran Airways Corporation,FL,2008/2,29
AirTran Airways Corporation,FL,2008/2,714
Hawaiian Airlines Inc.,HA,2008/2,58
Hawaiian Airlines Inc.,HA,2008/2,75
Hawaiian Airlines Inc.,HA,2008/2,58
Hawaiian Airlines Inc.,HA,2008/2,29
Hawaiian Airlines Inc.,HA,2008/2,58
Hawaiian Airlines Inc.,HA,2008/2,87
Hawaiian Airlines Inc.,HA,2008/2,29
American Eagle Airlines Inc.,MQ,2008/2,58
American Eagle Airlines Inc.,MQ,2008/2,768
American Eagle Airlines Inc.,MQ,2008/2,139
American Eagle Airlines Inc.,MQ,2008/2,444
American Eagle Airlines Inc.,MQ,2008/2,814
American Eagle Airlines Inc.,MQ,2008/2,7132
American Eagle Airlines Inc.,MQ,2008/2,191
American Eagle Airlines Inc.,MQ,2008/2,108
American Eagle Airlines Inc.,MQ,2008/2,625
American Eagle Airlines Inc.,MQ,2008/2,87
American Eagle Airlines Inc.,MQ,2008/2,1288
American Eagle Airlines Inc.,MQ,2008/2,1432
American Eagle Airlines Inc.,MQ,2008/2,512
American Eagle Airlines Inc.,MQ,2008/2,6994
American Eagle Airlines Inc.,MQ,2008/2,595
American Eagle Airlines Inc.,MQ,2008/2,137
Northwest Airlines Inc.,NW,2008/2,386
Northwest Airlines Inc.,NW,2008/2,297
Northwest Airlines Inc.,NW,2008/2,270
Northwest Airlines Inc.,NW,2008/2,139
Northwest Airlines Inc.,NW,2008/2,469
Northwest Airlines Inc.,NW,2008/2,343
Northwest Airlines Inc.,NW,2008/2,123
Northwest Airlines Inc.,NW,2008/2,6371
Northwest Airlines Inc.,NW,2008/2,347
Northwest Airlines Inc.,NW,2008/2,248
Northwest Airlines Inc.,NW,2008/2,191
Northwest Airlines Inc.,NW,2008/2,168
Northwest Airlines Inc.,NW,2008/2,153
Northwest Airlines Inc.,NW,2008/2,391
Northwest Airlines Inc.,NW,2008/2,475
Northwest Airlines Inc.,NW,2008/2,527
Northwest Airlines Inc.,NW,2008/2,543
Northwest Airlines Inc.,NW,2008/2,181
Northwest Airlines Inc.,NW,2008/2,202
Northwest Airlines Inc.,NW,2008/2,6444
Northwest Airlines Inc.,NW,2008/2,598
Northwest Airlines Inc.,NW,2008/2,132
Northwest Airlines Inc.,NW,2008/2,319
Northwest Airlines Inc.,NW,2008/2,353
Northwest Airlines Inc.,NW,2008/2,140
Northwest Airlines Inc.,NW,2008/2,344
Northwest Airlines Inc.,NW,2008/2,257
Northwest Airlines Inc.,NW,2008/2,87
Northwest Airlines Inc.,NW,2008/2,357
Comair Inc.,OH,2008/2,481
Comair Inc.,OH,2008/2,883
Comair Inc.,OH,2008/2,329
Comair Inc.,OH,2008/2,149
Comair Inc.,OH,2008/2,440
Comair Inc.,OH,2008/2,77
Comair Inc.,OH,2008/2,190
Comair Inc.,OH,2008/2,105
Comair Inc.,OH,2008/2,22
Comair Inc.,OH,2008/2,62
Comair Inc.,OH,2008/2,74
Comair Inc.,OH,2008/2,1399
Comair Inc.,OH,2008/2,1066
Comair Inc.,OH,2008/2,36
Comair Inc.,OH,2008/2,29
Comair Inc.,OH,2008/2,88
Comair Inc.,OH,2008/2,123
Comair Inc.,OH,2008/2,222
Comair Inc.,OH,2008/2,276
Comair Inc.,OH,2008/2,43
SkyWest Airlines Inc.,OO,2008/2,359
SkyWest Airlines Inc.,OO,2008/2,79
SkyWest Airlines Inc.,OO,2008/2,54
SkyWest Airlines Inc.,OO,2008/2,3893
SkyWest Airlines Inc.,OO,2008/2,163
SkyWest Airlines Inc.,OO,2008/2,18
SkyWest Airlines Inc.,OO,2008/2,131
SkyWest Airlines Inc.,OO,2008/2,160
SkyWest Airlines Inc.,OO,2008/2,230
SkyWest Airlines Inc.,OO,2008/2,3633
SkyWest Airlines Inc.,OO,2008/2,230
SkyWest Airlines Inc.,OO,2008/2,3825
SkyWest Airlines Inc.,OO,2008/2,806
SkyWest Airlines Inc.,OO,2008/2,74
SkyWest Airlines Inc.,OO,2008/2,219
SkyWest Airlines Inc.,OO,2008/2,491
SkyWest Airlines Inc.,OO,2008/2,432
SkyWest Airlines Inc.,OO,2008/2,3237
SkyWest Airlines Inc.,OO,2008/2,6460
United Air Lines Inc.,UA,2008/2,222
United Air Lines Inc.,UA,2008/2,730
United Air Lines Inc.,UA,2008/2,389
United Air Lines Inc.,UA,2008/2,146
United Air Lines Inc.,UA,2008/2,418
United Air Lines Inc.,UA,2008/2,6235
United Air Lines Inc.,UA,2008/2,345
United Air Lines Inc.,UA,2008/2,201
United Air Lines Inc.,UA,2008/2,371
United Air Lines Inc.,UA,2008/2,161
United Air Lines Inc.,UA,2008/2,2153
United Air Lines Inc.,UA,2008/2,174
United Air Lines Inc.,UA,2008/2,430
United Air Lines Inc.,UA,2008/2,909
United Air Lines Inc.,UA,2008/2,2394
United Air Lines Inc.,UA,2008/2,590
United Air Lines Inc.,UA,2008/2,604
United Air Lines Inc.,UA,2008/2,96
United Air Lines Inc.,UA,2008/2,424
United Air Lines Inc.,UA,2008/2,6999
United Air Lines Inc.,UA,2008/2,508
United Air Lines Inc.,UA,2008/2,440
United Air Lines Inc.,UA,2008/2,463
United Air Lines Inc.,UA,2008/2,672
United Air Lines Inc.,UA,2008/2,696
United Air Lines Inc.,UA,2008/2,3453
United Air Lines Inc.,UA,2008/2,199
United Air Lines Inc.,UA,2008/2,296
US Airways Inc.,US,2008/2,288
US Airways Inc.,US,2008/2,1622
US Airways Inc.,US,2008/2,330
US Airways Inc.,US,2008/2,6046
US Airways Inc.,US,2008/2,2048
US Airways Inc.,US,2008/2,276
US Airways Inc.,US,2008/2,496
US Airways Inc.,US,2008/2,212
US Airways Inc.,US,2008/2,239
US Airways Inc.,US,2008/2,675
US Airways Inc.,US,2008/2,98
US Airways Inc.,US,2008/2,143
US Airways Inc.,US,2008/2,164
US Airways Inc.,US,2008/2,2548
US Airways Inc.,US,2008/2,692
US Airways Inc.,US,2008/2,1088
US Airways Inc.,US,2008/2,791
US Airways Inc.,US,2008/2,293
US Airways Inc.,US,2008/2,236
US Airways Inc.,US,2008/2,589
US Airways Inc.,US,2008/2,205
US Airways Inc.,US,2008/2,3463
US Airways Inc.,US,2008/2,5354
US Airways Inc.,US,2008/2,433
US Airways Inc.,US,2008/2,291
US Airways Inc.,US,2008/2,548
US Airways Inc.,US,2008/2,150
US Airways Inc.,US,2008/2,656
Southwest Airlines Co.,WN,2008/2,4704
Southwest Airlines Co.,WN,2008/2,1576
Southwest Airlines Co.,WN,2008/2,573
Southwest Airlines Co.,WN,2008/2,1295
Southwest Airlines Co.,WN,2008/2,307
Southwest Airlines Co.,WN,2008/2,6761
Southwest Airlines Co.,WN,2008/2,3325
Southwest Airlines Co.,WN,2008/2,3285
Southwest Airlines Co.,WN,2008/2,6323
Southwest Airlines Co.,WN,2008/2,1142
Southwest Airlines Co.,WN,2008/2,1695
Southwest Airlines Co.,WN,2008/2,5532
Southwest Airlines Co.,WN,2008/2,2834
Southwest Airlines Co.,WN,2008/2,1307
Southwest Airlines Co.,WN,2008/2,754
Southwest Airlines Co.,WN,2008/2,1361
Southwest Airlines Co.,WN,2008/2,2376
ExpressJet Airlines Inc.,XE,2008/2,118
ExpressJet Airlines Inc.,XE,2008/2,49
ExpressJet Airlines Inc.,XE,2008/2,129
ExpressJet Airlines Inc.,XE,2008/2,374
ExpressJet Airlines Inc.,XE,2008/2,194
ExpressJet Airlines Inc.,XE,2008/2,142
ExpressJet Airlines Inc.,XE,2008/2,134
ExpressJet Airlines Inc.,XE,2008/2,162
ExpressJet Airlines Inc.,XE,2008/2,4166
ExpressJet Airlines Inc.,XE,2008/2,297
ExpressJet Airlines Inc.,XE,2008/2,6364
ExpressJet Airlines Inc.,XE,2008/2,28
ExpressJet Airlines Inc.,XE,2008/2,896
ExpressJet Airlines Inc.,XE,2008/2,22
ExpressJet Airlines Inc.,XE,2008/2,24
ExpressJet Airlines Inc.,XE,2008/2,50
ExpressJet Airlines Inc.,XE,2008/2,2
ExpressJet Airlines Inc.,XE,2008/2,234
ExpressJet Airlines Inc.,XE,2008/2,212
ExpressJet Airlines Inc.,XE,2008/2,89
ExpressJet Airlines Inc.,XE,2008/2,14
ExpressJet Airlines Inc.,XE,2008/2,155
ExpressJet Airlines Inc.,XE,2008/2,404
ExpressJet Airlines Inc.,XE,2008/2,78
ExpressJet Airlines Inc.,XE,2008/2,122
ExpressJet Airlines Inc.,XE,2008/2,363
ExpressJet Airlines Inc.,XE,2008/2,2
Mesa Airlines Inc.,YV,2008/2,264
Mesa Airlines Inc.,YV,2008/2,49
Mesa Airlines Inc.,YV,2008/2,33
Mesa Airlines Inc.,YV,2008/2,1814
Mesa Airlines Inc.,YV,2008/2,1076
Mesa Airlines Inc.,YV,2008/2,8
Mesa Airlines Inc.,YV,2008/2,172
Mesa Airlines Inc.,YV,2008/2,87
Mesa Airlines Inc.,YV,2008/2,1958
Mesa Airlines Inc.,YV,2008/2,170
Mesa Airlines Inc.,YV,2008/2,75
Mesa Airlines Inc.,YV,2008/2,477
Mesa Airlines Inc.,YV,2008/2,74
Mesa Airlines Inc.,YV,2008/2,61
Mesa Airlines Inc.,YV,2008/2,2
Mesa Airlines Inc.,YV,2008/2,1930
Mesa Airlines Inc.,YV,2008/2,55
Mesa Airlines Inc.,YV,2008/2,2632
Mesa Airlines Inc.,YV,2008/2,8
Mesa Airlines Inc.,YV,2008/2,60
Pinnacle Airlines Inc.,9E,2008/3,468
Pinnacle Airlines Inc.,9E,2008/3,109
Pinnacle Airlines Inc.,9E,2008/3,57
Pinnacle Airlines Inc.,9E,2008/3,94
Pinnacle Airlines Inc.,9E,2008/3,166
Pinnacle Airlines Inc.,9E,2008/3,57
Pinnacle Airlines Inc.,9E,2008/3,4558
Pinnacle Airlines Inc.,9E,2008/3,31
Pinnacle Airlines Inc.,9E,2008/3,31
Pinnacle Airlines Inc.,9E,2008/3,181
Pinnacle Airlines Inc.,9E,2008/3,202
Pinnacle Airlines Inc.,9E,2008/3,1998
Pinnacle Airlines Inc.,9E,2008/3,166
American Airlines Inc.,AA,2008/3,709
American Airlines Inc.,AA,2008/3,1036
American Airlines Inc.,AA,2008/3,268
American Airlines Inc.,AA,2008/3,140
American Airlines Inc.,AA,2008/3,853
American Airlines Inc.,AA,2008/3,610
American Airlines Inc.,AA,2008/3,13461
American Airlines Inc.,AA,2008/3,356
American Airlines Inc.,AA,2008/3,555
American Airlines Inc.,AA,2008/3,518
American Airlines Inc.,AA,2008/3,305
American Airlines Inc.,AA,2008/3,361
American Airlines Inc.,AA,2008/3,1034
American Airlines Inc.,AA,2008/3,633
American Airlines Inc.,AA,2008/3,2453
American Airlines Inc.,AA,2008/3,1862
American Airlines Inc.,AA,2008/3,929
American Airlines Inc.,AA,2008/3,3486
American Airlines Inc.,AA,2008/3,498
American Airlines Inc.,AA,2008/3,6115
American Airlines Inc.,AA,2008/3,119
American Airlines Inc.,AA,2008/3,467
American Airlines Inc.,AA,2008/3,521
American Airlines Inc.,AA,2008/3,517
American Airlines Inc.,AA,2008/3,429
American Airlines Inc.,AA,2008/3,956
American Airlines Inc.,AA,2008/3,212
American Airlines Inc.,AA,2008/3,615
Alaska Airlines Inc.,AS,2008/3,93
Alaska Airlines Inc.,AS,2008/3,93
Alaska Airlines Inc.,AS,2008/3,186
Alaska Airlines Inc.,AS,2008/3,93
Alaska Airlines Inc.,AS,2008/3,62
Alaska Airlines Inc.,AS,2008/3,360
Alaska Airlines Inc.,AS,2008/3,501
Alaska Airlines Inc.,AS,2008/3,93
Alaska Airlines Inc.,AS,2008/3,31
Alaska Airlines Inc.,AS,2008/3,124
Alaska Airlines Inc.,AS,2008/3,1051
Alaska Airlines Inc.,AS,2008/3,311
Alaska Airlines Inc.,AS,2008/3,336
Alaska Airlines Inc.,AS,2008/3,3878
Alaska Airlines Inc.,AS,2008/3,429
JetBlue Airways,B6,2008/3,1791
JetBlue Airways,B6,2008/3,155
JetBlue Airways,B6,2008/3,93
JetBlue Airways,B6,2008/3,477
JetBlue Airways,B6,2008/3,1359
JetBlue Airways,B6,2008/3,662
JetBlue Airways,B6,2008/3,4926
JetBlue Airways,B6,2008/3,309
JetBlue Airways,B6,2008/3,248
JetBlue Airways,B6,2008/3,1234
JetBlue Airways,B6,2008/3,211
JetBlue Airways,B6,2008/3,31
JetBlue Airways,B6,2008/3,62
JetBlue Airways,B6,2008/3,155
JetBlue Airways,B6,2008/3,62
JetBlue Airways,B6,2008/3,155
JetBlue Airways,B6,2008/3,191
JetBlue Airways,B6,2008/3,371
Continental Air Lines Inc.,CO,2008/3,362
Continental Air Lines Inc.,CO,2008/3,515
Continental Air Lines Inc.,CO,2008/3,171
Continental Air Lines Inc.,CO,2008/3,351
Continental Air Lines Inc.,CO,2008/3,340
Continental Air Lines Inc.,CO,2008/3,316
Continental Air Lines Inc.,CO,2008/3,183
Continental Air Lines Inc.,CO,2008/3,5179
Continental Air Lines Inc.,CO,2008/3,606
Continental Air Lines Inc.,CO,2008/3,7587
Continental Air Lines Inc.,CO,2008/3,109
Continental Air Lines Inc.,CO,2008/3,549
Continental Air Lines Inc.,CO,2008/3,592
Continental Air Lines Inc.,CO,2008/3,410
Continental Air Lines Inc.,CO,2008/3,706
Continental Air Lines Inc.,CO,2008/3,42
Continental Air Lines Inc.,CO,2008/3,346
Continental Air Lines Inc.,CO,2008/3,130
Continental Air Lines Inc.,CO,2008/3,414
Continental Air Lines Inc.,CO,2008/3,129
Continental Air Lines Inc.,CO,2008/3,172
Continental Air Lines Inc.,CO,2008/3,393
Continental Air Lines Inc.,CO,2008/3,299
Continental Air Lines Inc.,CO,2008/3,380
Continental Air Lines Inc.,CO,2008/3,375
Continental Air Lines Inc.,CO,2008/3,90
Continental Air Lines Inc.,CO,2008/3,555
Delta Air Lines Inc.,DL,2008/3,12911
Delta Air Lines Inc.,DL,2008/3,1412
Delta Air Lines Inc.,DL,2008/3,329
Delta Air Lines Inc.,DL,2008/3,270
Delta Air Lines Inc.,DL,2008/3,914
Delta Air Lines Inc.,DL,2008/3,330
Delta Air Lines Inc.,DL,2008/3,346
Delta Air Lines Inc.,DL,2008/3,91
Delta Air Lines Inc.,DL,2008/3,335
Delta Air Lines Inc.,DL,2008/3,930
Delta Air Lines Inc.,DL,2008/3,218
Delta Air Lines Inc.,DL,2008/3,87
Delta Air Lines Inc.,DL,2008/3,1378
Delta Air Lines Inc.,DL,2008/3,641
Delta Air Lines Inc.,DL,2008/3,1104
Delta Air Lines Inc.,DL,2008/3,1899
Delta Air Lines Inc.,DL,2008/3,1145
Delta Air Lines Inc.,DL,2008/3,372
Delta Air Lines Inc.,DL,2008/3,119
Delta Air Lines Inc.,DL,2008/3,257
Delta Air Lines Inc.,DL,2008/3,205
Delta Air Lines Inc.,DL,2008/3,330
Delta Air Lines Inc.,DL,2008/3,455
Delta Air Lines Inc.,DL,2008/3,362
Delta Air Lines Inc.,DL,2008/3,384
Delta Air Lines Inc.,DL,2008/3,364
Delta Air Lines Inc.,DL,2008/3,2444
Delta Air Lines Inc.,DL,2008/3,851
Atlantic Southeast Airlines,EV,2008/3,11675
Atlantic Southeast Airlines,EV,2008/3,25
Atlantic Southeast Airlines,EV,2008/3,-1
Atlantic Southeast Airlines,EV,2008/3,4
Atlantic Southeast Airlines,EV,2008/3,106
Atlantic Southeast Airlines,EV,2008/3,57
Atlantic Southeast Airlines,EV,2008/3,64
Atlantic Southeast Airlines,EV,2008/3,83
Atlantic Southeast Airlines,EV,2008/3,35
Atlantic Southeast Airlines,EV,2008/3,27
Frontier Airlines Inc.,F9,2008/3,123
Frontier Airlines Inc.,F9,2008/3,92
Frontier Airlines Inc.,F9,2008/3,3979
Frontier Airlines Inc.,F9,2008/3,175
Frontier Airlines Inc.,F9,2008/3,88
Frontier Airlines Inc.,F9,2008/3,62
Frontier Airlines Inc.,F9,2008/3,31
Frontier Airlines Inc.,F9,2008/3,279
Frontier Airlines Inc.,F9,2008/3,197
Frontier Airlines Inc.,F9,2008/3,87
Frontier Airlines Inc.,F9,2008/3,97
Frontier Airlines Inc.,F9,2008/3,173
Frontier Airlines Inc.,F9,2008/3,93
Frontier Airlines Inc.,F9,2008/3,95
Frontier Airlines Inc.,F9,2008/3,62
Frontier Airlines Inc.,F9,2008/3,177
Frontier Airlines Inc.,F9,2008/3,208
Frontier Airlines Inc.,F9,2008/3,95
Frontier Airlines Inc.,F9,2008/3,141
Frontier Airlines Inc.,F9,2008/3,190
Frontier Airlines Inc.,F9,2008/3,61
AirTran Airways Corporation,FL,2008/3,7242
AirTran Airways Corporation,FL,2008/3,600
AirTran Airways Corporation,FL,2008/3,1173
AirTran Airways Corporation,FL,2008/3,212
AirTran Airways Corporation,FL,2008/3,225
AirTran Airways Corporation,FL,2008/3,124
AirTran Airways Corporation,FL,2008/3,237
AirTran Airways Corporation,FL,2008/3,279
AirTran Airways Corporation,FL,2008/3,135
AirTran Airways Corporation,FL,2008/3,679
AirTran Airways Corporation,FL,2008/3,209
AirTran Airways Corporation,FL,2008/3,292
AirTran Airways Corporation,FL,2008/3,140
AirTran Airways Corporation,FL,2008/3,608
AirTran Airways Corporation,FL,2008/3,1970
AirTran Airways Corporation,FL,2008/3,572
AirTran Airways Corporation,FL,2008/3,201
AirTran Airways Corporation,FL,2008/3,305
AirTran Airways Corporation,FL,2008/3,401
AirTran Airways Corporation,FL,2008/3,170
AirTran Airways Corporation,FL,2008/3,70
AirTran Airways Corporation,FL,2008/3,31
AirTran Airways Corporation,FL,2008/3,867
Hawaiian Airlines Inc.,HA,2008/3,62
Hawaiian Airlines Inc.,HA,2008/3,80
Hawaiian Airlines Inc.,HA,2008/3,62
Hawaiian Airlines Inc.,HA,2008/3,31
Hawaiian Airlines Inc.,HA,2008/3,62
Hawaiian Airlines Inc.,HA,2008/3,93
Hawaiian Airlines Inc.,HA,2008/3,31
American Eagle Airlines Inc.,MQ,2008/3,62
American Eagle Airlines Inc.,MQ,2008/3,813
American Eagle Airlines Inc.,MQ,2008/3,150
American Eagle Airlines Inc.,MQ,2008/3,411
American Eagle Airlines Inc.,MQ,2008/3,856
American Eagle Airlines Inc.,MQ,2008/3,7421
American Eagle Airlines Inc.,MQ,2008/3,202
American Eagle Airlines Inc.,MQ,2008/3,114
American Eagle Airlines Inc.,MQ,2008/3,644
American Eagle Airlines Inc.,MQ,2008/3,93
American Eagle Airlines Inc.,MQ,2008/3,1354
American Eagle Airlines Inc.,MQ,2008/3,1503
American Eagle Airlines Inc.,MQ,2008/3,521
American Eagle Airlines Inc.,MQ,2008/3,7425
American Eagle Airlines Inc.,MQ,2008/3,605
American Eagle Airlines Inc.,MQ,2008/3,145
Northwest Airlines Inc.,NW,2008/3,409
Northwest Airlines Inc.,NW,2008/3,305
Northwest Airlines Inc.,NW,2008/3,285
Northwest Airlines Inc.,NW,2008/3,149
Northwest Airlines Inc.,NW,2008/3,508
Northwest Airlines Inc.,NW,2008/3,388
Northwest Airlines Inc.,NW,2008/3,114
